route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HRTC - 98,Himsuta AC Seater Volvo/Scania 2+2,20:42,09h 48m,6:30,4.1,INR 1118,14
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HRTC - 566,Ordinary 3+2 Non AC Seater,21:10,10h 20m,7:30,4,INR 574,36
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HRTC - 16,Himsuta AC Seater Volvo/Scania 2+2,21:20,08h 30m,5:50,4.1,INR 1008,6
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HRTC - 571,Ordinary 3+2 Non AC Seater,21:40,10h 10m,7:50,4.4,INR 604,34
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HRTC - 82,Himsuta AC Seater Volvo/Scania 2+2,21:55,09h 45m,7:40,3.7,INR 1093,17
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:20,08h 35m,5:55,4.7,990,24
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,09h 10m,6:10,4.5,854,26
Badaun to Delhi Bus,https://www.redbus.in/bus-tickets/badaun-to-delhi?fromCityId=94833&toCityId=733&fromCityName=Badaun&toCityName=Delhi&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - BDN0022,Ordinary Non AC Seater 2+3,20:00,06h 00m,2:00,3.3,INR 403,52
Badaun to Delhi Bus,https://www.redbus.in/bus-tickets/badaun-to-delhi?fromCityId=94833&toCityId=733&fromCityName=Badaun&toCityName=Delhi&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - KSB0004,Shatabdi AC Seater 2+2,23:00,06h 00m,5:00,3.2,INR 505,24
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 6018,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,05h 55m,0:25,3.6,INR 439,45
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 6010,Super Luxury (Non AC Seater 2+2 Push Back),20:00,06h 30m,2:30,3,INR 439,34
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:00,07h 00m,4:00,3.8,INR 412,37
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 6205,Super Luxury (Non AC Seater 2+2 Push Back),21:30,06h 00m,3:30,3.6,INR 439,31
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 6073,INDRA(A.C. Seater),22:00,05h 00m,3:00,3.7,INR 526,34
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 5295,Super Luxury (Non AC Seater 2+2 Push Back),22:00,05h 05m,3:05,2.9,INR 439,33
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 50181,Super Luxury (Non AC Seater 2+2 Push Back),22:15,06h 35m,4:50,3.8,INR 439,13
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 6207,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05h 56m,4:26,4.1,INR 439,29
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 5844,Super Luxury (Non AC Seater 2+2 Push Back),22:40,07h 05m,5:45,3.7,INR 450,33
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 5227,Super Luxury (Non AC Seater 2+2 Push Back),22:45,06h 45m,5:30,4.5,INR 439,26
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 6065,Super Luxury (Non AC Seater 2+2 Push Back),22:45,05h 50m,4:35,4,INR 439,22
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 5283,Super Luxury (Non AC Seater 2+2 Push Back),22:50,06h 10m,5:00,1.5,INR 439,27
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 9266,INDRA(A.C. Seater),23:00,05h 40m,4:40,3.7,INR 526,36
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 6096,Super Luxury (Non AC Seater 2+2 Push Back),23:00,06h 30m,5:30,3.4,INR 439,17
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 48483,Super Luxury (Non AC Seater 2+2 Push Back),23:15,06h 45m,6:00,4,INR 439,31
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 7744,Super Luxury (Non AC Seater 2+2 Push Back),23:15,07h 30m,6:45,3.7,INR 439,33
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 9254,Super Luxury (Non AC Seater 2+2 Push Back),23:30,06h 00m,5:30,4,INR 439,34
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 48516,Super Luxury (Non AC Seater 2+2 Push Back),23:30,07h 00m,6:30,4.6,INR 439,33
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 6008,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,04h 35m,4:20,4.4,INR 656,45
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 5272,Super Luxury (Non AC Seater 2+2 Push Back),23:50,06h 10m,6:00,3.4,INR 439,33
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 5977,Super Luxury (Non AC Seater 2+2 Push Back),23:50,06h 40m,6:30,4.5,INR 439,33
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 5803,Super Luxury (Non AC Seater 2+2 Push Back),23:50,05h 40m,5:30,1.2,INR 439,31
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),22:05,08h 15m,6:20,3.5,INR 499,30
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,06h 15m,4:45,4.4,INR 599,17
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,06h 30m,5:00,4.2,INR 399,30
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,AdAR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:55,06h 35m,5:30,4.3,INR 660,34
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Maheswari Travels,Non A/C Seater / Sleeper (2+1),22:40,07h 00m,5:40,4.1,INR 499,35
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,S R Travels,Non A/C Seater / Sleeper (2+1),22:40,06h 35m,5:15,3.1,INR 700,33
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,PRL BUS,Non A/C Seater / Sleeper (2+1),22:45,06h 15m,5:00,4.1,INR 600,33
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,AdAR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 00m,5:00,4.5,INR 660,35
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),22:45,05h 50m,4:35,3.9,INR 700,15
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:45,07h 15m,6:00,3,INR 660,41
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,CGR Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:45,08h 10m,6:55,3.2,INR 350,30
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,INDHU BUS,Non A/C Seater / Sleeper (2+1),22:55,06h 45m,5:40,3.5,INR 444,26
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Indu Travels,A/C Sleeper (2+1),23:00,06h 00m,5:00,3.7,903,19
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),23:00,06h 25m,5:25,3.6,INR 499,35
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 50m,5:50,4,INR 550,31
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:10,06h 50m,6:00,3.2,INR 500,29
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Indu Travels,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,5:00,3.7,451,36
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,AR & BCVR Travels,A/C Sleeper (2+1),23:15,06h 45m,6:00,4.2,INR 940,14
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,CGR Travels,Non A/C Seater / Sleeper (2+1),23:15,08h 05m,7:20,3.9,INR 450,31
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Indu Travels,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,5:00,3.5,451,30
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,CGR Travels,Non A/C Seater / Sleeper (2+1),23:15,06h 45m,6:00,3.8,INR 400,14
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Abhishek Bus,A/C Sleeper (2+1),23:40,05h 15m,4:55,3.5,INR 849,24
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Vengamamba Bus Transport(SVBT),Non A/C Seater / Sleeper (2+1),23:45,05h 15m,5:00,3.3,INR 500,26
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),23:45,06h 45m,6:30,3.9,INR 499,33
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),23:50,06h 20m,6:10,4,INR 600,27
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Giridhar Tours and Travels,A/C Seater/Sleeper (2+1),23:51,05h 49m,5:40,4,INR 700,26
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),23:55,05h 05m,5:00,3.7,INR 500,24
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),23:55,05h 25m,5:20,3.9,INR 599,25
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Vengamamba Bus Transport(SVBT),Non A/C Seater / Sleeper (2+1),23:58,07h 32m,7:30,4.8,INR 500,19
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,V Kaveri Travels,A/C Sleeper (2+1),23:59,06h 31m,6:30,3.7,INR 800,20
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Vengamamba Bus Transport(SVBT),A/C Sleeper (2+1),23:59,06h 01m,6:00,3.8,INR 790,20
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),23:59,05h 31m,5:30,3.9,INR 499,26
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,SLNS Travels,A/C Sleeper (2+1),23:59,07h 01m,7:00,3.4,INR 900,24
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),23:59,05h 46m,5:45,4,INR 600,19
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,S R Travels,NON A/C Sleeper (2+1),22:20,07h 10m,5:30,2.1,INR 790,17
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Indu Travels,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,5:00,2.2,451,39
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Ahobila Travels,Non A/C Seater / Sleeper (2+1),23:35,05h 55m,5:30,1.8,INR 550,40
Kadapa to Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore?fromCityId=284&toCityId=122&fromCityName=Kadapa&toCityName=Bangalore&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Golden Travels,A/C Seater / Sleeper (2+1),23:55,05h 45m,5:40,3,INR 5000,1
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,TSRTC - 9666,Lahari A/C sleeper,19:30,10h 50m,6:20,3.9,INR 1555,27
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,IntrCity SmartBus,AC Sleeper (2+1),19:25,11h 25m,6:50,4.5,INR 1747,17
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,IntrCity SmartBus,AC Sleeper (2+1),18:15,12h 05m,6:20,4.4,INR 1543,22
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,AdBharathi Travels,Scania AC Multi Axle Sleeper (2+1),21:30,11h 30m,9:00,4.1,INR 1600,29
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:30,12h 00m,7:30,4.1,INR 1470,30
