route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Jagan Travels,Non A/C Seater / Sleeper (2+1),23:15,07h 32m,6:47,4.4,INR 540,23
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Jagan Travels,NON A/C Sleeper (2+1),22:20,07h 43m,6:03,4.2,INR 800,15
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,CGR Travels,A/C Seater / Sleeper (2+1),23:15,07h 30m,6:45,4.1,INR 800,5
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,CMR Express,A/C Sleeper (2+1),23:35,07h 02m,6:37,3.9,INR 750,25
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,CMR Express,Non A/C Seater / Sleeper (2+1),23:00,07h 30m,6:30,4.3,INR 680,30
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,MMR TRAVELS,Non A/C Seater / Sleeper (2+1),22:00,07h 53m,5:53,4.2,INR 550,29
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,AR & BCVR Travels,A/C Sleeper (2+1),22:15,08h 15m,6:30,4.2,INR 1000,23
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,CMR Express,A/C Sleeper (2+1),23:10,07h 12m,6:22,4.6,INR 900,25
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Jagan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),23:30,06h 50m,6:20,3.9,INR 1300,14
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,VRCR Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:36,06h 44m,6:20,3.9,INR 1200,31
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Jathin travels,Non A/C Seater / Sleeper (2+1),22:15,07h 45m,6:00,4.2,INR 600,26
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Deepna Travels,A/C Seater / Sleeper (2+1),21:30,08h 50m,6:20,3.3,INR 600,26
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Muneer Travels,Non A/C Seater / Sleeper (2+1),21:35,09h 05m,6:40,3.6,INR 700,30
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,SREE LEKYAA TRAVELS,A/C Sleeper (2+1),22:05,08h 30m,6:35,3.8,INR 999,26
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Vandana Travels,A/C Seater / Sleeper (2+1),22:50,07h 03m,5:53,3.7,INR 799,28
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Vandana Travels,A/C Seater / Sleeper (2+1),23:49,06h 56m,6:45,3.7,INR 799,27
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Jagan Travels,A/C Sleeper (2+1),22:45,07h 40m,6:25,4.5,INR 800,25
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,SAT (Sri Anjaneya Travels),A/C Sleeper (2+1),22:30,07h 40m,6:10,4.1,949,23
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,08h 05m,7:05,3,INR 800,30
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,IntrCity SmartBus,AC Sleeper (2+1),23:40,07h 10m,6:50,3.9,INR 1162,15
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Maheswari Travels,A/C Sleeper (2+1),21:00,08h 46m,5:46,4.5,INR 799,26
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Orange Tours And Travels,A/C Sleeper (2+1),23:30,07h 50m,7:20,3.7,1440,32
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Meghana Travels,A/C Sleeper (2+1),23:00,07h 30m,6:30,3.1,998,30
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Vikram Travels,A/C Sleeper (2+1),23:30,07h 30m,7:00,4.3,INR 819,26
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,VRCR Travels,A/C Seater / Sleeper (2+1),23:10,06h 55m,6:05,3.8,INR 850,30
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Murali Krishna Travels,Non A/C Seater / Sleeper (2+1),22:05,07h 45m,5:50,2.9,INR 600,23
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Balaji Cabs,Bharat Benz A/C Sleeper (2+1),0:30,07h 45m,8:15,1.4,1500,26
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Moksha Travels,A/C Sleeper (2+1),0:50,06h 25m,7:15,3.6,INR 900,18
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Srivastav Travels,Bharat Benz A/C Sleeper (2+1),23:45,07h 10m,6:55,2.8,INR 819,23
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Vandana Travels,NON A/C Sleeper (2+1),22:30,07h 25m,5:55,2.9,INR 900,25
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,VRCR Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:25,07h 32m,5:57,3.2,INR 1299,22
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Krishna Travels,A/C Sleeper (2+1),23:45,07h 00m,6:45,3.3,INR 990,24
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,ANAGHA TRAVELS,A/C Seater / Sleeper (2+1),22:40,08h 25m,7:05,2,INR 800,35
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Balaji Cabs,Bharat Benz A/C Sleeper (2+1),23:59,08h 01m,8:00,1.4,1500,22
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Morning Star Travels,A/C Sleeper (2+1),22:59,06h 46m,5:45,1.7,INR 1090,30
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Vandana Travels,Non A/C Seater / Sleeper (2+1),23:20,07h 25m,6:45,3.4,INR 799,31
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,ANAGHA TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,06h 43m,5:13,3.8,INR 700,27
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,ANAGHA TRAVELS,A/C Sleeper (2+1),22:45,07h 45m,6:30,4.4,INR 1100,18
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,OVR Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,6:00,4.4,INR 550,16
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,S L Travels,NON A/C Sleeper (2+1),22:00,08h 00m,6:00,2.7,INR 1000,22
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,True Bus,Volvo Multi Axle B9R A/C Sleeper (2+1),22:00,07h 00m,5:00,2.7,INR 4400,36
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Vaari Travels,A/C Sleeper (2+1),0:30,07h 20m,7:50,2.2,INR 1749,17
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Balaji Cabs,Bharat Benz A/C Sleeper (2+1),0:45,07h 30m,8:15,1.4,1500,20
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,MMR TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,07h 50m,6:20,4.3,INR 3000,42
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,SAT (Sri Anjaneya Travels),Non A/C Seater / Sleeper (2+1),22:30,07h 40m,6:10,4.1,INR 1600,40
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Mozo travels,A/C Sleeper (2+1),23:55,07h 30m,7:25,4.1,INR 999,24
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,SREE LEKYAA TRAVELS,NON A/C Sleeper (2+1),22:05,08h 30m,6:35,3.8,INR 950,29
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sudheer Travels,A/C Sleeper (2+1),22:05,07h 45m,5:50,3.7,INR 3000,34
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Indu Travels,Non A/C Seater / Sleeper (2+1),21:20,09h 04m,6:24,3.7,INR 450,44
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,VRCR Travels,Non A/C Seater / Sleeper (2+1),23:10,06h 55m,6:05,3.6,INR 880,19
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,VRCR Travels,NON A/C Sleeper (2+1),22:15,08h 05m,6:20,3.6,INR 999,23
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,JBT TRAVELS,NON A/C Sleeper (2+1),23:10,07h 50m,7:00,3.5,INR 699,18
Kadapa to Hyderabad Bus,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad?fromCityId=284&toCityId=124&fromCityName=Kadapa&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Morning Star Travels,A/C Sleeper (2+1),1:15,06h 55m,8:10,1.8,INR 1090,28
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),17:30,06h 31m,0:01,3.8,INR 398,24
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,KSRTC (Kerala) - 793,Super Fast Non AC Seater (2+3),18:30,05h 30m,0:00,3.8,INR 285,40
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),18:51,05h 59m,0:50,3.8,INR 356,23
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),19:10,06h 10m,1:20,3.8,INR 419,20
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,KSRTC (Kerala) - 553,Super Deluxe Non AC Seater Air Bus (2+2),19:50,05h 35m,1:25,3.8,INR 419,20
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),21:50,06h 34m,4:24,4,INR 419,27
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),22:30,05h 55m,4:25,3.8,INR 473,26
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),22:30,07h 20m,5:50,3.5,INR 319,45
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,KSRTC (Kerala) - 1585,Super Deluxe Non AC Seater Air Bus (2+2),23:36,06h 00m,5:36,3.8,INR 419,27
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Suraj Holidays,NON AC Seater / Sleeper 2+1,23:00,07h 00m,6:00,3.3,INR 750,25
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,NS Transports,Non A/C Seater / Sleeper (2+1),0:30,06h 00m,6:30,4.2,INR 800,12
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,National travels and logistics,NON A/C Sleeper (2+1),0:40,05h 50m,6:30,3.5,849,21
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,SKS Tours & Travels,A/C Sleeper (2+1),23:50,05h 50m,5:40,3.6,INR 949,21
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55,05h 35m,5:30,3.6,INR 999,34
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,NS Transports,VE A/C Sleeper (2+1),0:45,06h 45m,7:30,4.2,1100,10
Mysore to Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode?fromCityId=129&toCityId=74661&fromCityName=Mysore&toCityName=Kozhikode&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,SRS Travels,A/C Sleeper (2+1),23:55,06h 45m,6:40,2.2,INR 1040,16
Motihari to Agra Bus,https://www.redbus.in/bus-tickets/motihari-to-agra?fromCityId=80302&toCityId=1290&fromCityName=Motihari&toCityName=Agra&busType=Any&opId=17889&onward=18-Jul-2024,Panwar Travels,A/C Sleeper (2+1),15:40,14h 35m,6:15,2.8,INR 2500,8
Motihari to Agra Bus,https://www.redbus.in/bus-tickets/motihari-to-agra?fromCityId=80302&toCityId=1290&fromCityName=Motihari&toCityName=Agra&busType=Any&opId=17889&onward=18-Jul-2024,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),17:35,13h 55m,7:30,1.7,INR 1699,30
Motihari to Agra Bus,https://www.redbus.in/bus-tickets/motihari-to-agra?fromCityId=80302&toCityId=1290&fromCityName=Motihari&toCityName=Agra&busType=Any&opId=17889&onward=18-Jul-2024,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),15:00,15h 43m,6:43,1.2,INR 1799,47
Motihari to Agra Bus,https://www.redbus.in/bus-tickets/motihari-to-agra?fromCityId=80302&toCityId=1290&fromCityName=Motihari&toCityName=Agra&busType=Any&opId=17889&onward=18-Jul-2024,Travel Point World LLP,A/C Seater / Sleeper (2+2),18:20,12h 30m,6:50,1.5,1899,38
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HRTC - 416,Ordinary 3+2 Non AC Seater,17:10,11h 05m,4:15,4.6,INR 604,37
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HRTC - 587,Ordinary 3+2 Non AC Seater,18:25,09h 05m,3:30,4.2,INR 540,30
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HRTC - 540,Ordinary 3+2 Non AC Seater,19:00,13h 00m,8:00,4,INR 696,32
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HRTC - 552,Himmani Deluxe 2+2 Non AC Seater,19:45,09h 15m,5:00,3.8,INR 608,21
Delhi to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh?fromCityId=733&toCityId=95048&fromCityName=Delhi&toCityName=Hamirpur%20(Himachal%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,HRTC - 559,Ordinary 3+2 Non AC Seater,20:29,11h 36m,8:05,4.2,INR 613,35
